,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1075,Audi Q5 3.0 TDI Quattro Technology,Bangalore,2017,18000,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5.0,33.58015071442696
1076,Honda City V MT,Mumbai,2013,80000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,7.887755820986968
1077,Mahindra KUV 100 mFALCON D75 K6 5str AW,Chennai,2016,45000,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,5.0,11.533822866434548
1078,Mahindra Xylo D4 BSIV,Mumbai,2013,78835,Diesel,Manual,Second,14.0 kmpl,2498 CC,112 bhp,8.0,9.24832579947224
1079,Tata Tiago 1.2 Revotron XT,Kochi,2017,30631,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,7.421588300032454
1080,Mahindra Scorpio VLX 2WD BSIII,Hyderabad,2011,72573,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,8.417538990691355
1081,Toyota Innova Crysta 2.8 GX AT,Delhi,2016,10000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.66401625713206
1082,Maruti Wagon R VXI BSIII,Mumbai,2011,50215,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,7.677785573969686
1083,Maruti 800 AC,Kolkata,2009,9999,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4.0,10.111900743614115
1084,Honda Civic 2006-2010 1.8 MT Sport,Pune,2008,110000,Petrol,Manual,Second,13.5 kmpl,1799 CC,130 bhp,5.0,5.1379812109207705
1085,Chevrolet Beat Diesel LS,Jaipur,2013,81000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,11.67199918893084
1086,Mahindra Thar CRDe,Delhi,2016,11000,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6.0,16.547623412307985
1087,Tata Zest Revotron 1.2T XE,Kolkata,2017,59000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,11.758615389911029
1088,Hyundai EON Era Plus,Mumbai,2015,8300,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,10.610831396055346
1089,Mahindra Ssangyong Rexton RX7,Mumbai,2016,40000,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7.0,26.411452967409332
1090,Hyundai Creta 1.6 CRDi SX Option,Pune,2016,83500,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,13.528735275130657
1091,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,22000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,12.135207200468813
1092,Chevrolet Enjoy Petrol LTZ 7 Seater,Mumbai,2013,39000,Petrol,Manual,First,13.7 kmpl,1399 CC,98.82 bhp,7.0,6.9030402617113396
1093,Skoda Superb Elegance 2.0 TDI CR AT,Pune,2013,90000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,20.706408423575795
1094,Hyundai i20 2015-2017 Magna Optional 1.4 CRDi,Pune,2012,134487,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,7.710859510568753
1095,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2014,65000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,26.16306237932349
1096,Mahindra Scorpio S6 Plus 7 Seater,Ahmedabad,2015,48000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7.0,14.037313287755296
1097,BMW 3 Series 320d,Bangalore,2011,60000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,24.67951717735059
1098,Mercedes-Benz CLA 45 AMG,Kochi,2015,23742,Petrol,Automatic,First,15.04 kmpl,1991 CC,360 bhp,5.0,21.88730343323732
1099,Honda City 1.5 S MT,Hyderabad,2010,60268,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,4.881726055473337
1100,Maruti Vitara Brezza ZDi,Hyderabad,2016,70746,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.423317290034902
1101,Toyota Camry 2.5 G,Delhi,2014,61000,Petrol,Automatic,First,12.98 kmpl,2494 CC,178.4 bhp,5.0,23.44367916007377
1102,Maruti Swift Vdi BSIII,Pune,2007,102000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,4.115460506387535
1103,Hyundai Elantra SX AT,Bangalore,2016,25000,Petrol,Automatic,Second,14.5 kmpl,1797 CC,147.4 bhp,5.0,23.942960745062464
1104,Renault Duster 85PS Diesel RxL Optional,Delhi,2013,64000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,10.70330747273556
1105,Audi Q5 2008-2012 3.0 TDI Quattro,Hyderabad,2010,78265,Diesel,Automatic,First,12.19 kmpl,2967 CC,236 bhp,5.0,25.21520368238953
1106,Maruti Esteem Vxi - BSIII,Pune,2006,76560,Petrol,Manual,Third,15.9 kmpl,1298 CC,85 bhp,5.0,-0.06004517291694356
1107,Jeep Compass 2.0 Longitude,Kolkata,2017,10000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,18.214700640445244
1108,Honda City 1.5 V AT,Mumbai,2010,52000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,12.599182822823877
1109,Tata Zest Quadrajet 1.3 75PS XE,Jaipur,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,13.750443414985966
1110,Maruti Baleno Zeta 1.2,Kochi,2018,29562,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,10.169950155665447
1111,Maruti Swift Dzire VDI,Kolkata,2014,32000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,7.531043539117036
1112,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2016,22003,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,12.613001776116107
1113,Mini Clubman Cooper S,Pune,2017,2890,Petrol,Manual,First,13.8 kmpl,1998 CC,192 bhp,5.0,16.266272100087463
1114,Mitsubishi Pajero Sport 4X2 AT,Mumbai,2015,52000,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,22.81160921129458
1115,Honda City ZX EXi,Pune,2008,100000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5.0,1.8788484874007736
1116,Hyundai EON Era Plus,Jaipur,2013,60000,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,8.608479123199686
1117,Chevrolet Spark 1.0 PS,Jaipur,2010,6512,Petrol,Manual,First,16.0 kmpl,995 CC,63 bhp,5.0,10.128523003515511
1118,Maruti Alto LXi,Kolkata,2008,39008,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,3.220029956638882
1119,Toyota Corolla Executive (HE),Chennai,2003,136441,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5.0,0.06580535549301203
1120,Hyundai i20 1.2 Sportz Option,Kolkata,2012,36200,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,6.764904899735939
1121,Hyundai Verna 1.4 CRDi,Kolkata,2015,32506,Diesel,Manual,First,24.8 kmpl,1396 CC,88.7 bhp,5.0,10.194302869087096
1122,Chevrolet Enjoy 1.4 LTZ 8,Pune,2016,67000,Petrol,Manual,First,13.7 kmpl,1399 CC,98.79 bhp,8.0,7.844409658995119
1123,Fiat Grande Punto 1.4 Emotion,Pune,2011,59800,Petrol,Manual,Second,14.6 kmpl,1368 CC,88.7 bhp,5.0,8.058490394731962
1124,Mahindra XUV500 W8 4WD,Coimbatore,2015,63008,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,13.931218336608708
1125,Maruti Vitara Brezza ZDi AMT,Coimbatore,2018,57804,Diesel,Automatic,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,22.49836300247034
1126,Toyota Etios Liva G,Kolkata,2012,37212,Petrol,Manual,First,18.3 kmpl,1197 CC,null bhp,5.0,5.235982303867786
1127,Hyundai Creta 1.6 CRDi SX,Jaipur,2015,65000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,13.082310882857655
1128,Hyundai Santro Xing GLS,Coimbatore,2009,61259,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,2.7561809558656023
1129,Hyundai i20 1.4 Asta (AT),Chennai,2010,50000,Petrol,Automatic,Second,15.0 kmpl,1396 CC,100 bhp,5.0,14.430388933676113
1130,Hyundai Elantra CRDi,Mumbai,2006,183513,Diesel,Manual,Second,14.9 kmpl,1991 CC,112.2 bhp,5.0,6.67427623966023
1131,Mahindra XUV500 W10 2WD,Delhi,2015,66000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,12.982878879991858
1132,Audi A6 2.0 TDI Design Edition,Kochi,2012,78979,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,20.09267098050759
1133,Tata Tiago 1.2 Revotron XZ WO Alloy,Bangalore,2016,30010,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,7.380749247475251
1134,Mercedes-Benz A Class Edition 1,Kochi,2016,27508,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5.0,22.589650621406236
1135,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2014,28000,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5.0,17.227507824366057
1136,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2014,45000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,20.967373222523747
1137,BMW 7 Series 740i Sedan,Kochi,2013,86107,Petrol,Automatic,First,8.45 kmpl,2979 CC,321 bhp,5.0,13.731182955082204
1138,Land Rover Range Rover 2.2L Pure,Hyderabad,2015,49000,Diesel,Automatic,Second,12.7 kmpl,2179 CC,187.7 bhp,5.0,28.821638729596543
1139,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32746,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,26.65385052247848
1140,Volkswagen Vento 1.2 TSI Highline AT,Mumbai,2013,42758,Petrol,Automatic,First,16.93 kmpl,1197 CC,103.2 bhp,5.0,14.094625578803516
1141,Mini Cooper Countryman D,Hyderabad,2013,50000,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,5.0,16.82930869761276
1142,Volvo S60 D4 KINETIC,Coimbatore,2016,90904,Diesel,Automatic,First,9.0 kmpl,1984 CC,181 bhp,5.0,19.64714749030827
1143,Renault Pulse RxL,Kolkata,2012,52612,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5.0,6.5743188985288725
1144,Honda Amaze SX i-VTEC,Kolkata,2015,40000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,9.82657135768659
1145,Toyota Camry 2.5 G,Delhi,2012,80724,Petrol,Automatic,First,12.98 kmpl,2494 CC,178.4 bhp,5.0,21.077002939482554
1146,Maruti Alto LXi,Hyderabad,2009,62659,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,5.02968837176104
1147,Skoda Superb Style 1.8 TSI AT,Kochi,2011,72734,Petrol,Automatic,Second,14.67 kmpl,1798 CC,177.46 bhp,5.0,16.434823458897426
1148,Maruti Ertiga ZXI,Pune,2015,15000,Petrol,Manual,First,17.5 kmpl,1373 CC,91.1 bhp,7.0,4.907063262133306
1149,Audi A4 2.0 TDI,Bangalore,2014,65475,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,25.256025520443472
1150,Maruti Ertiga VDI,Chennai,2012,71000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,4.364162685940755
1151,Mercedes-Benz New C-Class C 220 CDI Style,Bangalore,2016,16000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,24.87113647347587
1152,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,72329,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5.0,5.763512451152565
1153,Mercedes-Benz GLA Class 200 CDI SPORT,Coimbatore,2016,49398,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,25.513987957822792
1154,Honda City i VTEC VX Option,Jaipur,2016,44147,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,11.05427498008521
1155,Maruti Alto LXi BSII,Ahmedabad,2007,45000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,3.5782170804650377
1156,Toyota Fortuner 3.0 Diesel,Delhi,2011,75000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,12.651935644704281
1157,BMW 3 Series Luxury Line,Coimbatore,2017,22574,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,24.369480912590916
1158,Hyundai Elite i20 Petrol Asta,Kochi,2016,26642,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,10.260384500675627
1159,Honda Amaze VX i-DTEC,Hyderabad,2013,81304,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,8.821123347785488
1160,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Kolkata,2013,46000,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,14.084137603207182
1161,Mercedes-Benz S Class 2005 2013 320 L,Hyderabad,2007,99000,Petrol,Manual,First,13.0 kmpl,2987 CC,210 bhp,5.0,7.5156914053236505
1162,Hyundai EON Era,Pune,2012,36317,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,6.866610834288622
1163,Maruti Zen Estilo LXI BSIII,Pune,2008,70000,Petrol,Manual,First,18.2 kmpl,998 CC,67.1 bhp,5.0,4.412601575882491
1164,Hyundai Verna CRDi SX,Hyderabad,2009,137711,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,8.195970932326418
1165,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,18980,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,22.08599439923819
1166,Hyundai i20 Asta Option 1.2,Mumbai,2015,31293,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,8.541895853182723
1167,Maruti Baleno Vxi - BSIII,Pune,2004,43000,Petrol,Manual,Second,15.4 kmpl,1590 CC,94 bhp,5.0,-0.8202972488134037
1168,Honda Jazz 1.5 S i DTEC,Ahmedabad,2016,45000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,13.071279247387338
1169,Volkswagen Vento Diesel Comfortline,Kolkata,2012,53000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,7.534659849558466
1170,Hyundai i10 Magna 1.1L,Pune,2011,30000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,2.1086065953063553
1171,Jeep Compass 2.0 Sport,Delhi,2017,13000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,18.991461368166256
1172,Renault Duster 110PS Diesel RxZ,Delhi,2013,62000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,10.492628014856564
1173,Maruti Swift Dzire VXi,Chennai,2012,35161,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,7.475774240649116
1174,Maruti Alto LXi,Jaipur,2006,75000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,1.262614541543826
1175,Tata Nano XTA,Coimbatore,2016,53590,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,22.44438294313204
1176,Hyundai i10 Era 1.1,Chennai,2008,71467,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,0.12747795772020254
1177,Maruti Alto XCITE,Kochi,2011,66287,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,7.036747950407062
1178,Ford Figo Diesel EXI,Jaipur,2012,85000,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,9.573155515171038
1179,Land Rover Discovery 4 TDV6 Auto Diesel,Hyderabad,2012,147202,Diesel,Automatic,First,11.8 kmpl,2993 CC,241.6 bhp,7.0,22.736050495422205
1180,Honda City i DTec SV,Coimbatore,2016,72566,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,12.708837970773857
1181,Maruti Ritz LDi,Pune,2015,190000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,9.676261247373532
1182,Hyundai Grand i10 1.2 Kappa Sportz Option,Delhi,2017,25348,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,11.90830489205473
1183,Hyundai Grand i10 AT Asta,Delhi,2014,54000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,16.67642470192459
1184,Hyundai i20 Sportz Option 1.2,Bangalore,2015,33000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,10.080751105507716
1185,BMW 5 Series 2003-2012 520d,Delhi,2011,58067,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,19.610643676055133
1186,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2015,43020,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,28.89975776560277
1187,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,2014,27641,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7.0,13.695385286477176
1188,Maruti Swift Dzire ZDI,Hyderabad,2016,46372,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,10.51455733898456
1189,Maruti Alto K10 VXI,Kochi,2016,27535,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,10.587508146868004
1190,BMW 5 Series 520d Luxury Line,Kochi,2016,55615,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,22.13096859571624
1191,Maruti Vitara Brezza VDi Option,Jaipur,2017,19000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.357452019991797
1192,Hyundai Verna Transform VTVT with Audio,Kolkata,2010,47000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5.0,5.12951793007278
1193,Honda City i VTEC VX,Delhi,2015,60595,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,10.57377466552407
1194,Tata Indica Vista Quadrajet LS,Hyderabad,2013,170000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5.0,8.589996615398377
1195,Hyundai i20 Active 1.4 SX,Delhi,2017,14301,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,5.0,15.092754496888574
1196,Audi A6 2011-2015 2.0 TDI,Kochi,2015,42741,Diesel,Automatic,Second,17.68 kmpl,1968 CC,174.33 bhp,5.0,24.163091145250746
1197,BMW X5 xDrive 30d Design Pure Experience 5 Seater,Delhi,2015,31000,Diesel,Automatic,Second,15.97 kmpl,2993 CC,258 bhp,5.0,28.398497805585066
1198,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2017,11000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,15.051744699120263
1199,Maruti Vitara Brezza ZDi Plus AMT,Mumbai,2018,3800,Diesel,Automatic,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,21.262018527694636
1200,Ford Fiesta 1.4 Duratec EXI,Coimbatore,2009,44702,Petrol,Manual,First,16.6 kmpl,1388 CC,68 bhp,5.0,5.089951302737063
1201,Maruti Dzire AMT VDI,Delhi,2017,14300,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,19.973471256600078
1202,Honda City i-VTEC VX,Coimbatore,2018,31542,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,14.312177054033782
1203,Maruti Celerio VXI AT,Chennai,2015,31717,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,19.054804780055747
1204,Chevrolet Captiva LT,Kochi,2011,99120,Diesel,Manual,First,11.5 kmpl,1991 CC,147.9 bhp,7.0,11.211332695198053
1205,Datsun GO T Petrol,Chennai,2016,36000,Petrol,Manual,First,19.83 kmpl,1198 CC,67 bhp,5.0,10.28907073542132
1206,Skoda Superb Petrol Ambition,Delhi,2010,40000,Petrol,Manual,First,13.1 kmpl,1798 CC,157.8 bhp,5.0,8.621182129072167
1207,Hyundai Santro Xing GL,Ahmedabad,2014,41000,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,15.05153601703796
1208,Mahindra Renault Logan 1.5 DLE Diesel,Chennai,2007,160000,Diesel,Manual,Second,19.2 kmpl,1461 CC,65 bhp,5.0,4.866146826481327
1209,Tata Tiago 1.05 Revotorq XT Option,Pune,2016,41413,Diesel,Manual,First,27.28 kmpl,1047 CC,69 bhp,5.0,8.58561033595015
1210,Volkswagen Vento Petrol Highline AT,Mumbai,2011,67500,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,15.14339147160672
1211,Hyundai i20 1.2 Spotz,Pune,2014,30315,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,7.173728529678101
1212,Ford EcoSport 1.5 Petrol Ambiente,Kochi,2017,39015,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,5.0,12.993077425784122
1213,Jeep Compass 1.4 Sport,Mumbai,2018,6000,Petrol,Manual,First,16.0 kmpl,1368 CC,160 bhp,5.0,13.975592742208391
1214,Audi A4 2.0 TDI,Bangalore,2014,21143,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,25.19554843673268
1215,Hyundai Verna 1.6 SX VTVT (O),Kochi,2013,42203,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,8.110392647903609
1216,Maruti Vitara Brezza ZDi,Kochi,2017,21380,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.165696374201616
1217,Hyundai Elite i20 Magna Plus,Kochi,2018,23955,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,12.651770646555178
1218,Honda Amaze S i-Dtech,Kolkata,2013,38568,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,8.191030911160396
1219,Audi A4 2.0 TDI,Hyderabad,2011,64000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,20.8895017525806
1220,Honda Amaze VX AT i-Vtech,Hyderabad,2014,57000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,19.75916890361941
1221,Honda Jazz 1.5 V i DTEC,Coimbatore,2017,44556,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,13.685394620033549
1222,BMW 5 Series 525d Sedan,Delhi,2012,80000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5.0,24.440296563613174
1223,Hyundai Grand i10 Asta Option,Kolkata,2015,39000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,8.762162933659965
1224,Renault Duster 85PS Diesel RxL,Chennai,2015,70000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,13.913423055631483
1225,Chevrolet Aveo 1.4 LS,Pune,2009,45463,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5.0,6.367852389587824
1226,Honda Amaze S i-Vtech,Kochi,2015,44776,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,10.029557409136942
1227,Hyundai Grand i10 AT Asta,Coimbatore,2016,18242,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,19.21476168348954
1228,Hyundai EON D Lite Plus,Coimbatore,2015,21190,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,11.79402532146878
1229,Volkswagen Vento Diesel Trendline,Hyderabad,2011,89411,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,6.96520526983204
1230,Volkswagen Polo GT TSI,Mumbai,2015,59000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,5.0,16.125864500811076
1231,Nissan Micra Diesel XV,Kolkata,2012,28000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,6.575965096285927
1232,Volkswagen Polo GT TSI,Pune,2013,52262,Petrol,Automatic,Third,17.2 kmpl,1197 CC,103.6 bhp,5.0,13.17787026835822
1233,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Kochi,2014,72443,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,5.0,28.439243428210375
